Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
EPI,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.41363,3.56497,5.41363,3.56497,1.19213,3.41712,5.41363,5.41363,5.41363,2,2,2,1357.15,1.76437,246.261,1814.54,1028.43,0.0,0.0,0.0,114.001,0.084,0.047609,0.0,0.0,0.0,0.0,0.166666667,0.5,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ESV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.15994,3.60095,6.15994,1.72223,3.60095,1.72223,6.15994,6.15994,6.15994,2,1,1,2704.26,1.77093,355.307,1313.88,741.916,66.0713,244.323,137.963,210.932,0.078,0.0440448,12.71,0.0047,0.00265398,0.0,0.363636364,0.181818182,0.363636364,0.0,0.090909091,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ESV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.62947,3.52264,6.62947,1.96673,3.52264,1.96673,6.62947,6.62947,6.62947,2,1,1,2780.56,1.72233,482.487,1735.21,1007.48,111.308,400.306,232.421,355.634,0.1279,0.0742598,30.0301,0.0108,0.00627057,0.0,0.363636364,0.181818182,0.363636364,0.0,0.090909091,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ETL,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.30985,3.3613,6.25025,3.13298,1.56924,3.3613,6.30985,6.30985,6.25025,2,2,2,3989.35,1.80069,639.408,1602.79,890.098,0.0,0.0,0.0,265.292,0.0665,0.0369303,0.0,0.0,0.0,0.0,0.153846154,0.384615385,0.076923077,0.0,0.384615385,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ETL,8,14,6,9.652173913,4.242640687,1.52,2.1,0.58,1.679710145,0.410121933,85,101,16,96.5942029,11.3137085,12.06,17.36,5.3,15.90057971,3.74766594,0.02658,150.0,149.97342,41.3236087,106.0472223,90.2,3173.0,3082.8,939.0869565,2179.868785,54.8,1687.0,1632.2,504.2463768,1154.139688,35.4,1486.0,6.2333,3.26934,5.69561,3.02379,1.54645,3.26934,5.32923,6.17556,5.69561,2,2,2,3863.95,1.85913,766.189,1982.92,1066.59,0.0,0.0,0.0,374.03,0.0968,0.0520675,0.0,0.0,0.0,0.0,0.153846154,0.384615385,0.076923077,0.0,0.384615385,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ETR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,9.98549,9.26546,9.98549,2.79048,2.79048,9.26546,9.98549,9.98549,9.98549,1,1,1,3106.84,1.59276,321.433,1034.6,649.564,208.779,671.999,421.909,452.045,0.1455,0.0913509,109.361,0.0352,0.0221,0.0,0.5,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.125,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ETV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.78522,3.14196,5.78522,2.55287,3.14196,2.85486,5.78522,5.78522,5.78522,1,2,2,808.215,1.72826,145.474,1799.94,1041.47,0.0,0.0,0.0,74.0325,0.0916,0.0530013,0.0,0.0,0.0,0.0,0.416666667,0.166666667,0.083333333,0.0,0.166666667,0.0,0.166666667,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ETV,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.79465,3.68126,5.79465,3.03343,3.68126,3.27267,5.78555,5.79465,5.77909,1,3,3,844.402,1.6542,204.611,2423.14,1464.85,0.0,0.0,0.0,125.563,0.1487,0.0898926,0.0,0.0,0.0,0.0,0.416666667,0.166666667,0.083333333,0.0,0.166666667,0.0,0.166666667,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EUO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.93807,4.9277,6.26812,4.9277,1.91774,2.44203,6.26812,6.93807,6.93807,2,1,1,6540.77,1.70843,912.685,1395.38,816.761,35.5802,54.3976,31.8407,784.892,0.12,0.07024,4.57854,0.0007,0.000409733,0.0,0.142857143,0.5,0.285714286,0.0,0.0,0.0,0.071428571,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EUO,8,14,6,9.967555041,4.242640687,1.52,2.1,0.58,1.710196987,0.410121933,85,101,16,95.75318656,11.3137085,12.06,17.36,5.3,15.62199305,3.74766594,0.02658,150.0,149.97342,49.20673975,106.0472223,90.2,3173.0,3082.8,1101.12978,2179.868785,54.8,1687.0,1632.2,590.0405562,1154.139688,35.4,1486.0,6.73823,4.30085,5.99598,4.30085,1.99698,2.34574,5.99598,6.73823,6.60574,2,1,1,6169.52,1.81124,966.436,1566.47,864.862,104.239,168.959,93.2838,831.034,0.1347,0.0743691,18.5085,0.003,0.00165633,0.0,0.142857143,0.5,0.285714286,0.0,0.0,0.0,0.071428571,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EWF,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.38228,5.35256,6.38228,5.35256,1.88828,4.25563,6.38228,6.38228,6.38228,2,2,2,6468.03,1.78934,919.352,1421.38,794.357,0.396,0.612242,0.34216,668.148,0.1033,0.0577307,0.0,0.0,0.0,0.0,0.1875,0.375,0.375,0.0,0.0,0.0,0.0625,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EWO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.34556,3.66446,5.21178,1.94001,1.94001,3.66446,5.34556,5.34556,5.21178,2,1,1,1258.72,1.90234,102.997,818.267,430.136,40.3132,320.271,168.356,41.6637,0.0331,0.0173996,10.4474,0.0083,0.00436304,0.0,0.0,0.285714286,0.571428571,0.0,0.0,0.0,0.142857143,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EWS,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.05545,3.92664,5.79053,1.8803,3.91957,3.92664,5.95174,5.95174,5.79053,2,2,2,5547.7,1.7265,1006.03,1813.42,1050.35,0.0,0.0,0.0,650.745,0.1173,0.067941,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EWT,8,14,6,9.944444444,4.242640687,1.52,2.1,0.58,1.707962963,0.410121933,85,101,16,95.81481481,11.3137085,12.06,17.36,5.3,15.64240741,3.74766594,0.02658,150.0,149.97342,48.62907722,106.0472223,90.2,3173.0,3082.8,1089.255556,2179.868785,54.8,1687.0,1632.2,583.7537037,1154.139688,35.4,1486.0,7.68634,6.16295,6.78097,4.22611,4.22611,6.16295,7.68634,7.68634,6.78097,1,3,3,4817.54,1.48279,964.397,2001.84,1350.05,0.0,0.0,0.0,1031.92,0.2142,0.144457,0.0,0.0,0.0,0.0,0.142857143,0.642857143,0.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.071428571,0,0,0.0,0,0,0,0,0,0,2
EZT,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.51268,6.06657,6.42087,6.06657,2.06109,2.06109,6.42087,5.90655,6.51268,2,1,1,2789.95,1.71654,414.231,1484.73,864.956,0.271597,0.973485,0.567122,355.439,0.1274,0.0742192,0.0,0.0,0.0,0.0,0.272727273,0.0,0.363636364,0.0,0.090909091,0.0,0.0,0.0,0.272727273,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EZT,8,16,8,9.787316781,3.741375725,1.52,2.1,0.58,1.663434041,0.315870922,80,101,21,95.13700269,12.40460051,10.0,17.36,7.36,15.35813042,4.268932774,0.02658,235.0,234.97342,60.48172553,132.0342825,90.2,3173.0,3082.8,1003.333937,1920.210077,54.8,1687.0,1632.2,451.6129674,883.7847585,35.4,1858.53,6.62429,5.81776,6.57436,5.81776,2.20662,2.20662,6.57436,6.62428,6.62429,2,1,1,2863.34,1.69737,494.895,1728.38,1018.27,23.6828,82.7105,48.7286,458.135,0.16,0.0942636,2.57701,0.0009,0.000530233,0.0,0.272727273,0.0,0.363636364,0.0,0.090909091,0.0,0.0,0.0,0.272727273,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
FAU,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,11.17869,7.29049,11.17869,7.29049,7.29049,7.29049,11.17869,11.17869,11.17869,1,3,3,14428.8,1.32764,2300.87,1594.64,1201.11,340.764,236.17,177.887,3962.14,0.2746,0.206833,163.045,0.0113,0.00851135,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FER,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.25044,4.62927,5.54295,1.50137,3.33583,4.62927,6.25044,5.54295,5.54295,2,2,2,2051.26,1.75101,335.216,1634.19,933.284,0.0,0.0,0.0,197.947,0.0965,0.0551109,0.0,0.0,0.0,0.0,0.0,0.571428571,0.142857143,0.0,0.142857143,0.0,0.142857143,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
FRA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.48691,2.39344,6.31631,2.39344,2.39344,2.29879,6.31631,6.31631,6.48691,0,0,0,3834.75,1.54673,0.0,0.0,0.0,904.392,2358.41,1524.78,0.0,0.0,0.0,532.646,0.1389,0.0898024,0.0,0.294117647,0.0,0.705882353,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
GIS,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.9082,3.25631,4.9082,3.25631,3.25631,3.25631,4.9082,4.9082,4.9082,1,3,3,975.773,1.63598,231.911,2376.69,1452.76,0.0,0.0,0.0,83.6238,0.0857,0.0523844,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
GIS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.8265,3.26693,4.8265,3.26693,2.88817,3.16814,4.8265,4.8265,4.8265,1,3,3,1046.4,1.51154,306.091,2925.17,1935.23,0.0,0.0,0.0,136.765,0.1307,0.0864681,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GIU,8,14,6,9.500056249,4.242640687,1.52,2.1,0.58,1.665005437,0.410121933,85,101,16,96.99985,11.3137085,12.06,17.36,5.3,16.03495031,3.74766594,0.02658,150.0,149.97342,37.52134098,106.0472223,90.2,3173.0,3082.8,860.9289009,2179.868785,54.8,1687.0,1632.2,462.8653017,1154.139688,35.4,1486.0,6.42268,2.33266,6.42268,2.30282,2.30282,2.33266,6.31307,6.289,6.42268,0,0,0,6048.26,1.56906,0.0,0.0,0.0,1332.63,2203.32,1404.23,0.0,0.0,0.0,800.79,0.1324,0.0843816,0.0,0.285714286,0.0,0.714285714,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
GME,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.70217,7.04814,7.70217,3.35122,3.35122,7.04814,7.70217,7.70217,7.70217,1,3,3,1594.52,1.90159,344.808,2162.45,1137.18,2.58587,16.2172,8.52823,267.083,0.1675,0.0880842,0.0,0.0,0.0,0.0,0.5,0.0,0.166666667,0.0,0.166666667,0.0,0.0,0.0,0.166666667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
GON,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.26391,5.38829,6.18113,1.61709,1.61709,5.38829,6.26391,6.26391,6.18113,2,1,1,1691.91,1.88704,160.617,949.323,503.075,4.18602,24.7414,13.1112,133.491,0.0789,0.0418115,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
GON,8,14,6,9.916666667,3.904210182,1.52,2.1,0.58,1.691666667,0.36046795,80,101,21,95.25,11.80012106,10.0,17.36,7.36,15.42166667,4.000442118,0.02658,235.0,234.97342,57.10105333,119.7129726,90.2,3173.0,3082.8,1086.05,2024.567005,54.8,1687.0,1632.2,536.0725,1012.900745,35.4,1858.53,6.36838,5.63316,6.36838,1.91612,1.91612,5.63316,6.36002,6.36838,6.36838,2,1,1,1661.77,1.92126,184.204,1108.48,576.955,28.4655,171.296,89.1581,171.163,0.103,0.0536107,2.99119,0.0018,0.000936885,0.0,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GOO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.44608,3.16087,4.44608,3.16087,3.16087,2.78373,4.44608,4.44608,4.44608,2,2,2,1687.55,1.89192,251.652,1491.23,788.211,1.92302,11.3954,6.02319,77.2896,0.0458,0.0242082,0.168755,0.0001,5.29e-05,0.0,0.333333333,0.0,0.222222222,0.0,0.444444444,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
GOO,8,14,6,9.620437956,4.242640687,1.52,2.1,0.58,1.676642336,0.410121933,85,101,16,96.67883212,11.3137085,12.06,17.36,5.3,15.92861314,3.74766594,0.02658,150.0,149.97342,40.53035036,106.0472223,90.2,3173.0,3082.8,922.7810219,2179.868785,54.8,1687.0,1632.2,495.6131387,1154.139688,35.4,1486.0,4.41376,2.9202,4.40472,2.84997,2.70832,2.9202,4.39647,4.0674,4.40472,1,3,3,907.308,1.75135,209.852,2312.91,1320.64,0.0,0.0,0.0,70.9515,0.0782,0.0446512,0.0,0.0,0.0,0.0,0.333333333,0.0,0.222222222,0.0,0.444444444,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
HEU,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.9128,3.60915,5.9128,2.99349,1.2771,3.60915,5.9128,5.9128,5.9128,2,2,2,2054.81,1.74799,381.246,1855.39,1061.44,0.0,0.0,0.0,186.165,0.0906,0.0518309,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
HOS,8,14,6,9.942857143,4.242640687,1.52,2.1,0.58,1.707809524,0.410121933,85,101,16,95.81904762,11.3137085,12.06,17.36,5.3,15.64380952,3.74766594,0.02658,150.0,149.97342,48.58940171,106.0472223,90.2,3173.0,3082.8,1088.44,2179.868785,54.8,1687.0,1632.2,583.3219048,1154.139688,35.4,1486.0,9.94084,7.02759,9.94084,6.57843,5.62077,7.02759,9.94084,9.94084,9.94084,1,3,3,9266.67,1.49868,1539.23,1661.04,1108.34,8.1935,8.8419,5.8998,1854.26,0.2001,0.133518,0.0,0.0,0.0,0.0,0.428571429,0.142857143,0.25,0.0,0.0,0.0,0.107142857,0.0,0.071428571,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.80312,7.31939,7.80312,1.82314,7.31939,1.12008,7.80312,7.80312,7.54677,2,1,1,1852.14,1.72378,248.577,1342.1,778.58,0.0,0.0,0.0,311.901,0.1684,0.097692,0.0,0.0,0.0,0.0,0.142857143,0.0,0.642857143,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.214285714,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,8.0395,7.70283,8.0395,1.37916,2.16525,7.70283,8.0395,8.0395,8.0395,2,1,1,1920.2,1.68738,290.373,1512.2,896.186,7.21524,37.5755,22.2686,375.783,0.1957,0.115979,0.768079,0.0004,0.000237054,0.0,0.142857143,0.0,0.642857143,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.214285714,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.17695,6.32202,6.9634,1.58196,1.24369,6.32202,7.0877,6.96341,6.9634,2,1,1,1865.44,1.71149,291.154,1560.78,911.938,0.0,0.0,0.0,273.288,0.1465,0.0855977,0.0,0.0,0.0,0.0,0.363636364,0.090909091,0.363636364,0.0,0.0,0.0,0.0,0.0,0.181818182,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
IFR,8,32,24,14.35605481,16.97056275,1.52,2.11,0.59,1.676253014,0.417193001,84,101,17,96.49779451,12.02081528,13.63,17.36,3.73,16.37216315,2.637508294,0.02658,60.0,59.97342,15.9096777,42.40761197,90.2,3093.0,3002.8,885.4483915,2123.300243,54.8,1211.4,1156.6,361.1088749,817.8397031,35.4,1881.6,7.10147,6.20814,6.94911,1.37128,1.3223,6.20814,7.10147,6.68036,6.94911,2,1,1,1879.17,1.699,338.737,1802.59,1060.97,0.070273,0.373958,0.220105,356.478,0.1897,0.111654,0.0,0.0,0.0,0.0,0.363636364,0.090909091,0.363636364,0.0,0.0,0.0,0.0,0.0,0.181818182,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,6
IFT,8,14,6,9.982608696,4.242640687,1.52,2.1,0.58,1.711652174,0.410121933,85,101,16,95.71304348,11.3137085,12.06,17.36,5.3,15.60869565,3.74766594,0.02658,150.0,149.97342,49.58301443,106.0472223,90.2,3173.0,3082.8,1108.864348,2179.868785,54.8,1687.0,1632.2,594.1356522,1154.139688,35.4,1486.0,10.37607,7.72135,10.37607,6.65106,6.65106,7.72135,10.37607,10.37607,10.37607,1,3,3,12525.8,1.21921,2542.57,2029.87,1664.9,0.0,0.0,0.0,4201.15,0.3354,0.275096,0.0,0.0,0.0,0.058823529,0.294117647,0.352941176,0.117647059,0.0,0.0,0.0,0.0,0.0,0.0,0,0.176470588,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
